type,zone,from_station_gen,from_station_name,to_station_name,lat_long,lat_long_string,long,lat,departure,arrival,duration,number_of_halts,distance,speed,departure_days,name
Raj,WR,Delhi,Delhi Hazrat Nizamuddin,Mumbai Central,"18.9756984,72.8227449","18.9756984,72.8227449",72.8227449,18.9756984,0.704861111,0.440972222,17.66666667,11,1377,77.9,SMTWTFS,August Kranti Rajdhani Express
SF,NR,Delhi,Delhi Anand Vihar Terminus,Jogbani,"26.3962182,87.2593454","26.3962182,87.2593454",87.2593454,26.3962182,0.319444444,0.336805556,24.41666667,13,1383,56.6,SMTWTFS,Seemanchal Express
Raj,WR,Mumbai,Mumbai Central,New Delhi,"28.6353080,77.2249600","28.6353080,77.2249600",77.22496,28.635308,0.694444444,0.354166667,15.83333333,4,1384,87.4,SMTWTFS,Mumbai Central-New Delhi Rajdhani Express
Raj,WR,Delhi,New Delhi,Mumbai Central,"18.9756984,72.8227449","18.9756984,72.8227449",72.8227449,18.9756984,0.6875,0.357638889,16.08333333,4,1384,86.1,SMTWTFS,Mumbai Rajdhani Express
Exp,NR,Delhi,New Delhi,New Farakka Junction,"24.7949213,87.9156295","24.7949213,87.9156295",87.9156295,24.7949213,0.739583333,0.958333333,29.25,18,1387,47.4,S---T--,New Delhi-New Farakka Express
SF,SR,Chennai,Chennai Central,Sainagar Shirdi,"19.7769008,74.5053095","19.7769008,74.5053095",74.5053095,19.7769008,0.423611111,0.479166667,25.33333333,20,1392,54.9,---W---,Chennai-Sainagar Shirdi SF Express
Exp,WR,Delhi,Delhi Sarai Rohilla,Porbandar,"21.6417069,69.6292654","21.6417069,69.6292654",69.6292654,21.6417069,0.347222222,0.538194444,28.58333333,29,1392,48.7,-M--T--,Delhi SaraiRohilla-Porbandar Express
SF,ER,Kolkata,Kolkata Chitpur,Agra Cantt.,"27.1553965,78.0108205","27.1553965,78.0108205",78.0108205,27.1553965,0.548611111,0.5,22.83333333,9,1405,61.5,---W---,Kolkata-Agra Cantt Superfast Exp
SF,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Lucknow Junction,"26.5184622,80.4384274","26.5184622,80.4384274",80.4384274,26.5184622,0.684027778,0.631944444,22.75,8,1410,62,#NAME?,Mumbai LTT Lucknow Superfast Express
SF,SER,Chennai,Chennai Central,Bilaspur Junction,"22.0571979,82.1676240","22.0571979,82.1676240",82.167624,22.0571979,0.881944444,0.84375,23.08333333,13,1413,61.2,-M-----,Chennai-Bilaspur Express
Exp,ER,Delhi,Old Delhi,Malda Town,"25.0108408,88.1410967","25.0108408,88.1410967",88.1410967,25.0108408,0.909722222,0.305555556,33.5,55,1416,42.3,#NAME?,Farakka Express
SF,NER,Mumbai,Mumbai CST,Lucknow Junction,"26.5184622,80.4384274","26.5184622,80.4384274",80.4384274,26.5184622,0.347222222,0.361111111,24.33333333,13,1426,58.6,SMTWTFS,Pushpak Express
GR,NR,Delhi,Delhi Sarai Rohilla,Mumbai Bandra Terminus,"19.0623704,72.8410241","19.0623704,72.8410241",72.8410241,19.0623704,0.388888889,0.340277778,22.83333333,15,1431,62.7,#NAME?,Delhi Sarai Rohilla-Mumbai BandraT Garib Rath
GR,NR,Mumbai,Mumbai Bandra Terminus,Delhi Sarai Rohilla,"28.6652048,77.1902122","28.6652048,77.1902122",77.1902122,28.6652048,0.538194444,0.513888889,23.41666667,15,1431,61.1,S-TW-F-,Mumbai Bandra T. - Delhi Sarai Rohilla Garib Rath
Drnt,ER,Delhi,New Delhi,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.541666667,0.25,17,0,1441,84.8,#NAME?,New Delhi-Howrah Duronto Express
Drnt,ER,Kolkata,Kolkata Howrah Junction,New Delhi,"28.6353080,77.2249600","28.6353080,77.2249600",77.22496,28.635308,0.541666667,0.253472222,17.08333333,0,1446,84.6,-M---F-,Howrah-New Delhi Duronto Express
SF,ER,Kolkata,Kolkata Howrah Junction,New Delhi,"28.6353080,77.2249600","28.6353080,77.2249600",77.22496,28.635308,0.347222222,0.305555556,23,18,1446,62.9,S--WT--,Poorva Express
SF,ER,Delhi,New Delhi,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.680555556,0.697916667,24.41666667,17,1446,59.2,-MT--F-,Poorva Express
Raj,ER,Delhi,New Delhi,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.708333333,0.413194444,16.91666667,6,1447,85.5,SMTWT-S,New Delhi-Howrah Rajdhani Express
Raj,ER,Kolkata,Kolkata Howrah Junction,New Delhi,"28.6353080,77.2249600","28.6353080,77.2249600",77.22496,28.635308,0.704861111,0.413194444,17,6,1447,85.1,#NAME?,Howrah-New Delhi Rajdhani Express
SF,ER,Kolkata,Kolkata Howrah Junction,New Delhi,"28.6353080,77.2249600","28.6353080,77.2249600",77.22496,28.635308,0.78125,0.708333333,22.25,7,1447,65,--T--F-,Howrah-NewDelhi SF Express
SF,ER,Delhi,New Delhi,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.298611111,0.25,22.83333333,7,1447,63.4,S---T--,New Delhi-Howrah SF Express
SKr,ER,Delhi,Old Delhi,Kolkata Sealdah,"22.5680000,88.3720000","22.5680000,88.3720000",88.372,22.568,0.798611111,0.725694444,22.25,6,1448,65.1,---W---,West Bengal Sampark Kranti Express
SKr,ER,Kolkata,Kolkata Sealdah,Old Delhi,"28.6114296,77.2406949","28.6114296,77.2406949",77.2406949,28.6114296,0.548611111,0.496527778,22.75,5,1448,63.6,--T----,West Bengal Sampark Kranti
Drnt,ER,Delhi,New Delhi,Kolkata Sealdah,"22.5680000,88.3720000","22.5680000,88.3720000",88.372,22.568,0.836805556,0.517361111,16.33333333,0,1453,89,-M---F-,New Delhi-Sealdah AC Duronto Express
Drnt,ER,Kolkata,Kolkata Sealdah,New Delhi,"28.6353080,77.2249600","28.6353080,77.2249600",77.22496,28.635308,0.777777778,0.458333333,16.33333333,0,1453,89,S---T--,Sealdah-New Delhi AC Duronto Express
Raj,ER,Kolkata,Kolkata Sealdah,New Delhi,"28.6353080,77.2249600","28.6353080,77.2249600",77.22496,28.635308,0.701388889,0.430555556,17.5,6,1454,83.1,SMTWTFS,Sealdah-New Delhi Rajdhani Express
Raj,ER,Delhi,New Delhi,Kolkata Sealdah,"22.5680000,88.3720000","22.5680000,88.3720000",88.372,22.568,0.6875,0.427083333,17.75,6,1454,81.9,SMTWTFS,New Delhi-Sealdah Rajdhani Express
Exp,ER,Delhi,Old Delhi,Malda Town,"25.0108408,88.1410967","25.0108408,88.1410967",88.1410967,25.0108408,0.909722222,0.305555556,33.5,57,1456,43.5,S-T-TF-,Farakka Express
Exp,ER,Kolkata,Kolkata Howrah Junction,Bhopal Junction,"22.6864393,77.2744471","22.6864393,77.2744471",77.2744471,22.6864393,0.559027778,0.770833333,29.08333333,23,1459,50.2,-M-----,Howrah-Bhopal Express
Exp,ER,Kolkata,Kolkata Howrah Junction,Kotdwara,"29.7432940,78.5060410","29.7432940,78.5060410",78.506041,29.743294,0.857638889,0.246527778,33.33333333,69,1461,43.8,S-TWTFS,Doon Express Slip
SF,NCR,Kolkata,Kolkata Howrah Junction,Mathura Junction,"27.5716958,77.8639686","27.5716958,77.8639686",77.8639686,27.5716958,0.739583333,0.854166667,26.75,33,1475,55.1,-----F-,Chambal Express
SF,NR,Delhi,Delhi Hazrat Nizamuddin,"Bhusaval, Maharashtra","21.0473709,75.7876590","21.0473709,75.7876590",75.787659,21.0473709,0.642361111,0.659722222,24.41666667,24,1476,60.5,S----F-,H.Nizamuddin-Bhusaval Gondwana Express
SF,CR,Mumbai,Mumbai Dadar Central,Varanasi Junction,"25.3262612,82.9862058","25.3262612,82.9862058",82.9862058,25.3262612,0.024305556,0.159722222,27.25,11,1480,54.3,SMTWTFS,Dadar Varanasi Superfast Express
SF,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Varanasi Junction,"25.3262612,82.9862058","25.3262612,82.9862058",82.9862058,25.3262612,0.222222222,0.295138889,25.75,12,1483,57.6,-M--TF-,Lokmanya Tilak Terminus-Varanasi Express
SF,NFR,Delhi,New Delhi,"New Jalpaiguri, West Bengal","26.5501631,88.7049705","26.5501631,88.7049705",88.7049705,26.5501631,0.631944444,0.774305556,27.41666667,16,1497,54.6,S--W---,New Delhi New Jalpaiguri SuperFast Express
Raj,NR,Delhi,New Delhi,Bilaspur Junction,"22.0571979,82.1676240","22.0571979,82.1676240",82.167624,22.0571979,0.65625,0.5,20.25,7,1501,74.1,#NAME?,Bilaspur Rajdhani Express
SF,ECoR,Mumbai,Mumbai Lokmanya Tilak Terminus,Visakhapatnam Junction,"17.7368076,83.3073078","17.7368076,83.3073078",83.3073078,17.7368076,0.517361111,0.614583333,26.33333333,12,1502,57,S---T--,Mumbai LTT-Visakhapatnam SF Express
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Rae Bareli Junction,"26.7779896,80.9429337","26.7779896,80.9429337",80.9429337,26.7779896,0.222222222,0.347222222,27,18,1502,55.6,#NAME?,Saket Express Slip
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,"Faizabad, Uttar Pradesh","26.7793470,82.1421590","26.7793470,82.1421590",82.142159,26.779347,0.222222222,0.392361111,28.08333333,18,1505,53.6,#NAME?,Saket Express
Drnt,NR,Delhi,Delhi Hazrat Nizamuddin,Pune,"18.5204303,73.8567437","18.5204303,73.8567437",73.8567437,18.5204303,0.458333333,0.291666667,20,0,1508,75.4,-M--T--,Hazrat Nizamuddin-Pune AC Duronto Express
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Allahabad Junction,"25.4004598,81.5807583","25.4004598,81.5807583",81.5807583,25.4004598,0.222222222,0.368055556,27.5,23,1511,54.9,S-T----,Tulsi Express
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Coimbatore Main Junction,"11.1123263,76.9359764","11.1123263,76.9359764",76.9359764,11.1123263,0.940972222,0.270833333,31.91666667,31,1518,47.6,SMTWTFS,Mumbai LTT-Coimbatore Express
Exp,ER,Kolkata,Kolkata Howrah Junction,Kathgodam,"29.2693264,79.5441198","29.2693264,79.5441198",79.5441198,29.2693264,0.90625,0.395833333,35.75,63,1521,42.5,SMTWTFS,Bagh Express
Exp,ER,Kolkata,Kolkata Chitpur,Old Delhi,"28.6114296,77.2406949","28.6114296,77.2406949",77.2406949,28.6114296,0.84375,0.131944444,30.91666667,65,1527,49.4,SMTWTFS,Lal Quila Express
Exp,NFR,Kolkata,Kolkata Howrah Junction,Dibrugarh,"27.4728327,94.9119621","27.4728327,94.9119621",94.9119621,27.4728327,0.732638889,0.239583333,36.16666667,50,1528,42.2,SMTWTFS,Kamrup Express
Raj,ER,Kolkata,Kolkata Howrah Junction,New Delhi,"28.6353080,77.2249600","28.6353080,77.2249600",77.22496,28.635308,0.586805556,0.413194444,19.83333333,6,1530,77.1,S------,Howrah-New Delhi Rajdhani Express
SF,ER,Kolkata,Kolkata Howrah Junction,New Delhi,"28.6353080,77.2249600","28.6353080,77.2249600",77.22496,28.635308,0.340277778,0.305555556,23.16666667,22,1530,66,#NAME?,Poorva Express
SF,ER,Delhi,New Delhi,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.680555556,0.697916667,24.41666667,22,1530,62.7,S--WT-S,Poorva Express
Exp,CR,Mumbai,Mumbai CST,Varanasi Junction,"25.3262612,82.9862058","25.3262612,82.9862058",82.9862058,25.3262612,0.006944444,0.194444444,28.5,25,1533,53.8,SMTWTFS,Mahanagari Express
Exp,NCR,Mumbai,Mumbai Lokmanya Tilak Terminus,Allahabad Junction,"25.4004598,81.5807583","25.4004598,81.5807583",81.5807583,25.4004598,0.659722222,0.909722222,30,16,1533,51.1,----T--,Mumbai LTT-Allahabad Special
SF,ER,Kolkata,Kolkata Howrah Junction,Haridwar Junction,"29.9456906,78.1642478","29.9456906,78.1642478",78.1642478,29.9456906,0.548611111,0.677083333,27.08333333,14,1536,56.7,SM-WT-S,Kumbh Express
Exp,ER,Delhi,Old Delhi,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.652777778,0.253472222,38.41666667,89,1540,40.1,SMTWTFS,Janata Express
Raj,ER,Delhi,New Delhi,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.708333333,0.527777778,19.66666667,6,1542,78.4,-----F-,New Delhi-Howrah Rajdhani Express
SF,SCR,Kolkata,Kolkata Howrah Junction,Secunderabad Junction,"17.4332580,78.5022280","17.4332580,78.5022280",78.502228,17.433258,0.309027778,0.399305556,26.16666667,22,1545,59,SMTWTFS,Howrah - Secunderabad Falaknuma SF Express
SF,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Sultanpur,"26.2647757,82.0727061","26.2647757,82.0727061",82.0727061,26.2647757,0.694444444,0.822916667,27.08333333,11,1550,57.2,S------,LTT Sultanpur Superfast Weekly Express
Exp,ER,Delhi,Old Delhi,Kolkata Chitpur,"22.6101568,88.3712796","22.6101568,88.3712796",88.3712796,22.6101568,0.868055556,0.3125,34.66666667,68,1552,44.8,SMTWTFS,Lal Quila Express
Exp,ER,Kolkata,Kolkata Howrah Junction,Dehradun,"30.3164945,78.0321918","30.3164945,78.0321918",78.0321918,30.3164945,0.857638889,0.298611111,34.58333333,73,1557,45,SMTWTFS,Doon Express
SF,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Partapgarh Junction,"25.9129855,82.0013882","25.9129855,82.0013882",82.0013882,25.9129855,0.684027778,0.788194444,26.5,11,1583,59.7,S-T----,Udyog Nagri Express
SF,ER,Kolkata,Kolkata Howrah Junction,Dehradun,"30.3164945,78.0321918","30.3164945,78.0321918",78.0321918,30.3164945,0.548611111,0.75,28.83333333,15,1587,55,--T--F-,Upasana Express
Exp,SER,Kolkata,Kolkata Howrah Junction,Hyderabad Deccan Nampally,"17.3836400,78.4669640","17.3836400,78.4669640",78.466964,17.38364,0.489583333,0.770833333,30.75,56,1592,51.8,SMTWTFS,East Coast Express
Exp,SER,Kolkata,Kolkata Shalimar,Haridwar Junction,"29.9456906,78.1642478","29.9456906,78.1642478",78.1642478,29.9456906,0.722222222,0.961805556,29.75,13,1595,53.6,S------,Kolkata Shalimar-Haridwar Puja Special
SF,SER,Kolkata,Kolkata Santragachi Junction,Tirupati Main,"13.6284184,79.3875396","13.6284184,79.3875396",79.3875396,13.6284184,0.670138889,0.75,25.91666667,14,1597,61.6,S------,Santragachi-Tirupati Superfast Express
Drnt,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Ernakulam Junction (South),"9.9701017,76.2911740","9.9701017,76.2911740",76.291174,9.9701017,0.868055556,0.739583333,20.91666667,0,1599,76.4,#NAME?,Mumbai LTT Ernakulam AC Duronto Express
SF,NER,Mumbai,Mumbai Lokmanya Tilak Terminus,"Faizabad, Uttar Pradesh","26.7793470,82.1421590","26.7793470,82.1421590",82.142159,26.779347,0.604166667,0.736111111,27.16666667,13,1600,58.9,-M-----,Mumbai LTT - Faizabad SF Express
Exp,NR,Mumbai,Mumbai Lokmanya Tilak Terminus,Bareilly,"28.3670355,79.4304381","28.3670355,79.4304381",79.4304381,28.3670355,0.336805556,0.652777778,31.58333333,25,1608,50.9,-M-----,Mumbai LTT Bareilly Express
SF,SER,Kolkata,Kolkata Shalimar,Tirupati Main,"13.6284184,79.3875396","13.6284184,79.3875396",79.3875396,13.6284184,0.659722222,0.75,26.16666667,18,1616,61.8,----T--,Shalimar-Tirupati Special
SF,NR,Delhi,Delhi Hazrat Nizamuddin,Raigarh,"21.8956670,83.3952450","21.8956670,83.3952450",83.395245,21.895667,0.642361111,0.795138889,27.66666667,30,1626,58.8,#NAME?,Gondwana Express
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Varanasi Junction,"25.3262612,82.9862058","25.3262612,82.9862058",82.9862058,25.3262612,0.527777778,0.809027778,30.75,37,1640,53.3,SMTWTFS,Kamayani Express
SF,WR,Kolkata,Kolkata Sealdah,Ajmer Junction,"26.7987444,75.0244674","26.7987444,75.0244674",75.0244674,26.7987444,0.972222222,0.114583333,27.41666667,16,1642,59.9,SMTWTFS,Sealdah Ajmer Express
SF,SR,Chennai,Chennai Central,Haldia,"22.0604590,88.1097480","22.0604590,88.1097480",88.109748,22.060459,0.607638889,0.756944444,27.58333333,11,1647,59.7,----T--,Sangrami SF Expres
Exp,NR,Delhi,Old Delhi,Alipur Duar Junction,"26.5253080,89.5435500","26.5253080,89.5435500",89.54355,26.525308,0.277777778,0.746527778,35.25,55,1651,46.8,SMTWTFS,Sikkim Mahananda Express
Raj,NR,Delhi,Delhi Hazrat Nizamuddin,Secunderabad Junction,"17.4332580,78.5022280","17.4332580,78.5022280",78.502228,17.433258,0.666666667,0.583333333,22,4,1660,75.5,S------,Secunderabad Rajdhani Express
Drnt,SCR,Delhi,Delhi Hazrat Nizamuddin,Secunderabad Junction,"17.4332580,78.5022280","17.4332580,78.5022280",78.502228,17.433258,0.659722222,0.583333333,22.16666667,0,1660,74.9,-M---F-,Hazrat Nizamuddin-Secunderabad Duronto Express
SF,SER,Kolkata,Kolkata Howrah Junction,Chennai Central,"13.0836340,80.2742100","13.0836340,80.2742100",80.27421,13.083634,0.618055556,0.71875,26.41666667,10,1662,62.9,SMTWTFS,Coromandel Express
SF,SER,Chennai,Chennai Central,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.364583333,0.493055556,27.08333333,12,1662,61.4,SMTWTFS,Coromandel Express
SF,SER,Kolkata,Kolkata Howrah Junction,Chennai Central,"13.0836340,80.2742100","13.0836340,80.2742100",80.27421,13.083634,0.989583333,0.159722222,28.08333333,33,1662,59.2,SMTWTFS,Howrah Chennai Superfast Mail
SF,SER,Chennai,Chennai Central,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.986111111,0.173611111,28.5,34,1662,58.3,SMTWTFS,Chennai-Howrah SF Mail
SF,SCR,Delhi,Delhi Hazrat Nizamuddin,Hyderabad Deccan Nampally,"17.3836400,78.4669640","17.3836400,78.4669640",78.466964,17.38364,0.951388889,0.208333333,30.16666667,43,1670,55.4,SMTWTFS,Dakshin SF Express
SF,SCR,Delhi,New Delhi,Hyderabad Deccan Nampally,"17.3836400,78.4669640","17.3836400,78.4669640",78.466964,17.38364,0.729166667,0.826388889,26.33333333,14,1677,63.7,SMTWTFS,Andhra Pradesh Express
SF,NER,Mumbai,Mumbai Lokmanya Tilak Terminus,Gorakhpur Junction,"26.5052677,83.7784115","26.5052677,83.7784115",83.7784115,26.5052677,0.465277778,0.739583333,30.58333333,11,1680,54.9,SMTWTFS,Mumbai LTT-Gorakhpur SF Express
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Gorakhpur Junction,"26.5052677,83.7784115","26.5052677,83.7784115",83.7784115,26.5052677,0.947916667,0.309027778,32.66666667,45,1680,51.4,SMTWTFS,Kushinagar Express
Exp,WR,Mumbai,Mumbai Bandra Terminus,Dehradun,"30.3164945,78.0321918","30.3164945,78.0321918",78.0321918,30.3164945,0.986111111,0.732638889,41.91666667,92,1682,40.1,SMTWTFS,Bandra T - Dehradun Express
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Madurai Junction,"9.9177100,78.1116300","9.9177100,78.1116300",78.11163,9.91771,0.010416667,0.520833333,36.25,25,1702,47,-----F-,Mumbai LTT - Madurai (Weekly) Express
SF,SER,Mumbai,Mumbai Lokmanya Tilak Terminus,"Hatia, Jharkhand","22.7492100,85.9169350","22.7492100,85.9169350",85.916935,22.74921,0.010416667,0.15625,27.5,15,1706,62,SM-----,Mumbai LTT-Hatia Express
SF,CR,Mumbai,Mumbai CST,Rajendra Nagar Bihar,"25.6053291,85.1647866","25.6053291,85.1647866",85.1647866,25.6053291,0.975694444,0.194444444,29.25,12,1714,58.6,SMTWTFS,Mumbai CST-RajendraNagar Patna Express
Exp,NER,Mumbai,Mumbai Lokmanya Tilak Terminus,Gorakhpur Junction,"26.5052677,83.7784115","26.5052677,83.7784115",83.7784115,26.5052677,0.274305556,0.798611111,36.58333333,70,1714,46.9,SMTWTFS,Kashi Express
Exp,ECR,Mumbai,Mumbai Lokmanya Tilak Terminus,Rajendra Nagar Bihar,"25.6053291,85.1647866","25.6053291,85.1647866",85.1647866,25.6053291,0.927083333,0.413194444,35.66666667,61,1715,48.1,SMTWTFS,Mumbai LTT-Patna RajendraNagar Express
Drnt,ECoR,Delhi,New Delhi,Bhubaneswar,"20.2960587,85.8245398","20.2960587,85.8245398",85.8245398,20.2960587,0.541666667,0.461805556,22.08333333,0,1724,78.1,-M-----,New Delhi-Bhubaneswar Duronto Express
Raj,ECoR,Delhi,New Delhi,Bhubaneswar,"20.2960587,85.8245398","20.2960587,85.8245398",85.8245398,20.2960587,0.722222222,0.666666667,22.66666667,10,1724,76.1,SM---F-,New Delhi-Bhubaneswar Rajdhani Express
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Gorakhpur Junction,"26.5052677,83.7784115","26.5052677,83.7784115",83.7784115,26.5052677,0.454861111,0.84375,33.33333333,21,1733,52,SM-W-F-,Godaan Express
SF,ER,Kolkata,Kolkata Howrah Junction,Kalka,"30.8369760,76.9342950","30.8369760,76.9342950",76.934295,30.836976,0.819444444,0.1875,32.83333333,37,1743,53.1,SMTWTFS,Kalka Mail
Exp,WR,Kolkata,Kolkata Howrah Junction,Indore Junction BG,"22.7195687,75.8577258","22.7195687,75.8577258",75.8577258,22.7195687,0.739583333,0.069444444,31.91666667,33,1754,55,#NAME?,Shipra Express
SF,NFR,Kolkata,Kolkata Howrah Junction,"Puttaparthi, Anantapur district, Andhra Pradesh","14.1675000,77.8113889","14.1675000,77.8113889",77.8113889,14.1675,0.659722222,0.934027778,30.58333333,13,1763,57.6,---W---,Howrah Prasanti Nilayam SF Express
SF,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Haridwar Junction,"29.9456906,78.1642478","29.9456906,78.1642478",78.1642478,29.9456906,0.329861111,0.552083333,29.33333333,9,1772,60.4,-M--T--,Mumbai LTT -Haridwar AC Express
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Chhapra Junction,"25.7882080,84.7246994","25.7882080,84.7246994",84.7246994,25.788208,0.454861111,0.871527778,34,22,1772,52.1,#NAME?,Godaan Express
Exp,WR,Mumbai,Mumbai Central,Firozpur Cantt.,"30.9146050,74.6159050","30.9146050,74.6159050",74.615905,30.914605,0.309027778,0.930555556,38.91666667,90,1772,45.5,SMTWTFS,Mumbai Firozpur Janata Express
SF,SER,Mumbai,Mumbai Lokmanya Tilak Terminus,Bhubaneswar,"20.2960587,85.8245398","20.2960587,85.8245398",85.8245398,20.2960587,0.010416667,0.315972222,31.33333333,16,1788,57.1,#NAME?,Lokmanya Tilak Terminus-Bhubaneswar Express
SF,NFR,Kolkata,Kolkata Howrah Junction,Sainagar Shirdi,"19.7769008,74.5053095","19.7769008,74.5053095",74.5053095,19.7769008,0.607638889,0.854166667,29.91666667,13,1791,59.9,----T--,Howrah-SainagarShirdi Express
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Muzaffarpur Junction,"26.1222744,85.3778841","26.1222744,85.3778841",85.3778841,26.1222744,0.510416667,0.947916667,34.5,35,1791,51.9,#NAME?,Pawan Express
SF,SER,Delhi,New Delhi,Puri,"19.8133822,85.8314655","19.8133822,85.8314655",85.8314655,19.8133822,0.270833333,0.517361111,29.91666667,26,1794,60,#NAME?,New Delhi-Puri Superfast Express
SKr,ECoR,Delhi,New Delhi,Bhubaneswar,"20.2960587,85.8245398","20.2960587,85.8245398",85.8245398,20.2960587,0.298611111,0.506944444,29,9,1799,62,--T--F-,Orissa Sampark Kranti Express
Raj,ECoR,Delhi,New Delhi,Bhubaneswar,"20.2960587,85.8245398","20.2960587,85.8245398",85.8245398,20.2960587,0.722222222,0.729166667,24.16666667,10,1800,74.5,#NAME?,New Delhi-Bhubaneswar Rajdhani Express
SF,ER,Kolkata,Kolkata Chitpur,Nangal Dam,"31.3818060,76.3640530","31.3818060,76.3640530",76.364053,31.381806,0.319444444,0.652777778,32,13,1803,56.3,----T--,Kolkata- Nangal Dam Express
Exp,SR,Mumbai,Mumbai Lokmanya Tilak Terminus,Trivandrum Central,"8.5339492,76.9898676","8.5339492,76.9898676",76.9898676,8.5339492,0.486111111,0.777777778,31,43,1804,58.2,SMTWTFS,Netravati Express
GR,SR,Mumbai,Mumbai Lokmanya Tilak Terminus,Trivandrum Kochuveli,"8.5116462,76.8965961","8.5116462,76.8965961",76.8965961,8.5116462,0.704861111,0.854166667,27.58333333,23,1812,65.7,-M---F-,MumbaiLTT-Kochuveli Garib Rath
SF,ER,Kolkata,Kolkata Chitpur,Amritsar Junction,"31.6313691,74.8602163","31.6313691,74.8602163",74.8602163,31.6313691,0.520833333,0.701388889,28.33333333,10,1812,64,#NAME?,Kolkata-Amritsar Superfast Express
SF,ER,Kolkata,Kolkata Howrah Junction,Jodhpur Junction,"26.4902597,72.6718944","26.4902597,72.6718944",72.6718944,26.4902597,0.979166667,0.25,30.5,24,1814,59.5,SMTWTFS,Howrah-Jodhpur SF Express
SF,ER,Kolkata,Kolkata Howrah Junction,Jodhpur Junction,"26.4902597,72.6718944","26.4902597,72.6718944",72.6718944,26.4902597,0.979166667,0.25,30.5,24,1814,59.5,SMTWTFS,Howrah-Bikaner Express
SF,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Bhubaneswar,"20.2960587,85.8245398","20.2960587,85.8245398",85.8245398,20.2960587,0.857638889,0.229166667,32.91666667,23,1818,55.2,S------,Lokmanya Tilak Terminus-Bhubaneshwar Express
SF,WR,Mumbai,Mumbai Bandra Terminus,Amritsar Junction,"31.6313691,74.8602163","31.6313691,74.8602163",74.8602163,31.6313691,0.482638889,0.802083333,31.66666667,40,1821,57.5,SMTWTFS,Paschim Express
SF,WR,Mumbai,Mumbai Bandra Terminus,Amritsar Junction,"31.6313691,74.8602163","31.6313691,74.8602163",74.8602163,31.6313691,0.482638889,0.802083333,31.66666667,40,1821,57.5,SMTWTFS,Paschim Express Slip
Exp,WR,Mumbai,Mumbai Bandra Terminus,Gorakhpur Junction,"26.5052677,83.7784115","26.5052677,83.7784115",83.7784115,26.5052677,0.944444444,0.569444444,39,63,1844,47.3,S-TW-F-,Awadh Express
Exp,WR,Mumbai,Mumbai Bandra Terminus,Patna Junction,"25.6035902,85.1366123","25.6035902,85.1366123",85.1366123,25.6035902,0.65625,0.145833333,35.75,11,1845,51.6,-M-----,Mumbai BDTS - Patna (Weekly) Express
SF,SCR,Mumbai,Mumbai Lokmanya Tilak Terminus,Puri,"19.8133822,85.8314655","19.8133822,85.8314655",85.8314655,19.8133822,0.010416667,0.399305556,33.33333333,14,1851,55.5,----T--,Mumbai LTT Puri Superfast Express
SF,ECoR,Delhi,New Delhi,Puri,"19.8133822,85.8314655","19.8133822,85.8314655",85.8314655,19.8133822,0.930555556,0.222222222,31,25,1863,60.1,SMTWTFS,Purushottam SF Express
SF,NFR,Delhi,Delhi Anand Vihar Terminus,Guwahati,"26.1471290,91.7355511","26.1471290,91.7355511",91.7355511,26.147129,0.284722222,0.694444444,33.83333333,25,1867,55.2,SMTWTFS,North East Express
Raj,NR,Delhi,New Delhi,Guwahati,"26.1471290,91.7355511","26.1471290,91.7355511",91.7355511,26.147129,0.583333333,0.722222222,27.33333333,11,1879,68.7,----T--,New Delhi-Guwahati Rajdhani Express
